input,output
"I wish to buy a Godrej 192 L 4 Star Inverter Direct-Cool Single Door Refrigerator (RD EDGENEO 207D 43 THI ZN BL, Zen Blue, Turbo Cooling T.... My price limit is 19100.0.","product name: Godrej 192 L 4 Star Inverter Direct-Cool Single Door Refrigerator (RD EDGENEO 207D 43 THI ZN BL, Zen Blue, Turbo Cooling T..., price: 19100.0"
I'm interested in buying a Stylista Fridge top Cover Printed Leaf Pattern on Beige Base. It should be priced under 399.0.,"product name: Stylista Fridge top Cover Printed Leaf Pattern on Beige Base, price: 399.0"
Is there any MA GANGA Hand Impulse Sealing Heat Seal Machine Poly Sealing Elements 12 Inch available for less than 450.0?,"product name: MA GANGA Hand Impulse Sealing Heat Seal Machine Poly Sealing Elements 12 Inch, price: 450.0"
"I wish to buy a Wolpin Hand Mixer Whisker for Kitchen Hand Blender Stainless Steel Semi-Automatic Manual Hand Whisk Egg Beater, Kitchen Ba.... My price limit is 499.0.","product name: Wolpin Hand Mixer Whisker for Kitchen Hand Blender Stainless Steel Semi-Automatic Manual Hand Whisk Egg Beater, Kitchen Ba..., price: 499.0"
"I wish to buy a Hi-PLASST (5pcs) Switch 7 Step Type Fan Regulator use in household, offices, shops, restaurants, hospitals and more (Whit.... My price limit is 599.0.","product name: Hi-PLASST (5pcs) Switch 7 Step Type Fan Regulator use in household, offices, shops, restaurants, hospitals and more (Whit..., price: 599.0"
Is there any AmazonBasics 2000 Watt Induction Cooktop| Digital Display| Touch Panel |8 singl touch preset functions and Timer | Made of... available for less than 3299.0?,"product name: AmazonBasics 2000 Watt Induction Cooktop| Digital Display| Touch Panel |8 singl touch preset functions and Timer | Made of..., price: 3299.0"
I want to purchase a AO Smith EWS-3 Glass Lined 3 Litre 3KW Instant Water Heater (Geyser) w/ ABS outer Body |Compact Size|Suitable-High-rise Bu.... The price should be no more than 4790.0.,"product name: AO Smith EWS-3 Glass Lined 3 Litre 3KW Instant Water Heater (Geyser) w/ ABS outer Body |Compact Size|Suitable-High-rise Bu..., price: 4790.0"
"Can you find me a Usha Crisp Air Premia BV 150mm Sweep Size, 8 Inch Duct Size Exhaust Fan (White) for a price below 2220.0?","product name: Usha Crisp Air Premia BV 150mm Sweep Size, 8 Inch Duct Size Exhaust Fan (White), price: 2220.0"
"Do you have a Lakshmi Outlet Drain Pipe for Front Load Washing Machines (1.5m),White for under 299.0?","product name: Lakshmi Outlet Drain Pipe for Front Load Washing Machines (1.5m),White, price: 299.0"
I need a PrettyKrafts L1113 Laundry Basket for Clothes with lid & Handles (75 LTR) - pink and black. It should cost less than 799.0.,"product name: PrettyKrafts L1113 Laundry Basket for Clothes with lid & Handles (75 LTR) - pink and black, price: 799.0"
"I'm interested in buying a HILLSTON™ Microwave Oven Rotating Baking Glass Tray (Transparent, Diameter: 245 mm). It should be priced under 1250.0.","product name: HILLSTON™ Microwave Oven Rotating Baking Glass Tray (Transparent, Diameter: 245 mm), price: 1250.0"
Please help me find a Zipper Single Foot/Presser Foot Umbrella for All Sewing Machines (Singer/Usha/Brother/Juki/Rajesh) that costs below 250.0.,"product name: Zipper Single Foot/Presser Foot Umbrella for All Sewing Machines (Singer/Usha/Brother/Juki/Rajesh), price: 250.0"
"I'm looking to buy a IFB 10.0 Kg 5 Star Top Load Washing Machine Aqua Conserve (TL-SIBS 10.0KG AQUA, Inox, Power Dual Steam, Inbuilt Heater). My budget is under 36990.0.","product name: IFB 10.0 Kg 5 Star Top Load Washing Machine Aqua Conserve (TL-SIBS 10.0KG AQUA, Inox, Power Dual Steam, Inbuilt Heater), price: 36990.0"
Do you have a Chartbusters Dry Iron with Non-Stick Coated Soleplate (Multicolor) NP-0019 for under 699.0?,"product name: Chartbusters Dry Iron with Non-Stick Coated Soleplate (Multicolor) NP-0019, price: 699.0"
I'm interested in buying a Verilux®4PCS Replacement Bags for iRobot Roomba i7 i7+ s9 s9+ Clean Base Vacuum Cleaner Parts Dust Bags. It should be priced under 1278.0.,"product name: Verilux®4PCS Replacement Bags for iRobot Roomba i7 i7+ s9 s9+ Clean Base Vacuum Cleaner Parts Dust Bags, price: 1278.0"
Do you have a PrettyKrafts Folding Round Shape Collapsible Laundry Basket for Clothes - Large (48 LTR) - Black for under 749.0?,"product name: PrettyKrafts Folding Round Shape Collapsible Laundry Basket for Clothes - Large (48 LTR) - Black, price: 749.0"
"Is there any Elica 60 cm 1350 m3/hr Filterless Auto Clean Angular Chimney with 15 Years Warranty (EFL 107 HAC LTW VMS 60, Touch + Palm ... available for less than 32990.0?","product name: Elica 60 cm 1350 m3/hr Filterless Auto Clean Angular Chimney with 15 Years Warranty (EFL 107 HAC LTW VMS 60, Touch + Palm ..., price: 32990.0"
I wish to buy a INKULTURE Stainless_Steel Measuring Cups & Spoon Combo for Dry or Liquid/Kitchen Gadgets for Cooking & Baking Cakes/Measur.... My price limit is 749.0.,"product name: INKULTURE Stainless_Steel Measuring Cups & Spoon Combo for Dry or Liquid/Kitchen Gadgets for Cooking & Baking Cakes/Measur..., price: 749.0"
"I'm interested in buying a Lepose Inverter Trolley for Home Trolly, Inverter with Battery Trolly, Inverter Battery Trolly, Inverter Stand for Home, I.... It should be priced under 2999.0.","product name: Lepose Inverter Trolley for Home Trolly, Inverter with Battery Trolly, Inverter Battery Trolly, Inverter Stand for Home, I..., price: 2999.0"
"Can you find me a Split AC Service Cover Split AC Wash Bag, Service Cleaning Cover Suitable for for 2 Ton, 2.5 Ton & 3 Ton (Premium Quality ... for a price below 990.0?","product name: Split AC Service Cover Split AC Wash Bag, Service Cleaning Cover Suitable for for 2 Ton, 2.5 Ton & 3 Ton (Premium Quality ..., price: 990.0"
"Do you have a MBW Laundry Basket with Lid for Clothes, Organizer | Laundry Basket with Lid Big Size, Laundry Bag Foldable with Zip - Bla... for under 999.0?","product name: MBW Laundry Basket with Lid for Clothes, Organizer | Laundry Basket with Lid Big Size, Laundry Bag Foldable with Zip - Bla..., price: 999.0"
Can you find me a Eureka Forbes Aquaguard RO/UV Magna TAP for All Magna RO/UV Models for a price below 400.0?,"product name: Eureka Forbes Aquaguard RO/UV Magna TAP for All Magna RO/UV Models, price: 400.0"
I wish to buy a IONIX Weight Machine | Weight Machine for Luggage Weight | Weight Scale | Luggage Weighing Scale | Electronic Portable Fis.... My price limit is 999.0.,"product name: IONIX Weight Machine | Weight Machine for Luggage Weight | Weight Scale | Luggage Weighing Scale | Electronic Portable Fis..., price: 999.0"
"Can you find me a wipro Vesta 1380W Cordless Steam Iron Quick heat up with 20gm/ min Steam Burst, Scratch resistant Ceramic soleplate ,Verti... for a price below 2599.0?","product name: wipro Vesta 1380W Cordless Steam Iron Quick heat up with 20gm/ min Steam Burst, Scratch resistant Ceramic soleplate ,Verti..., price: 2599.0"
Is there any BFL™ Exhaust Fan Shutter / Louver Metal & Silver Size- (12 INCH) available for less than 1050.0?,"product name: BFL™ Exhaust Fan Shutter / Louver Metal & Silver Size- (12 INCH), price: 1050.0"
"I'm looking to buy a AP Furniture Universal Adjustable & Expandable for Fully Automatic Washing Machine,Mini Refrigerator and Fridge Height Inc.... My budget is under 2999.0.","product name: AP Furniture Universal Adjustable & Expandable for Fully Automatic Washing Machine,Mini Refrigerator and Fridge Height Inc..., price: 2999.0"
"I'm interested in buying a Absorbia Moisture Absorber | Absorbia Sachet - Season XL Pack of 12 (200ml Each) | Dehumidier for Bags, Suitcases & Drawer.... It should be priced under 1320.0.","product name: Absorbia Moisture Absorber | Absorbia Sachet - Season XL Pack of 12 (200ml Each) | Dehumidier for Bags, Suitcases & Drawer..., price: 1320.0"
I need a Urban Mediquip® Humidifier Bottle With Ever Flow Oxygen Connector Tube. It should cost less than 599.0.,"product name: Urban Mediquip® Humidifier Bottle With Ever Flow Oxygen Connector Tube, price: 599.0"
"I would like to get a Philips HD6976/00 36 Litre Digital Oven Toaster Grill, 2000W, with Opti Temp Technology, Temperature control, Convection M.... The cost should not exceed 16995.0.","product name: Philips HD6976/00 36 Litre Digital Oven Toaster Grill, 2000W, with Opti Temp Technology, Temperature control, Convection M..., price: 16995.0"
Do you have a Le Corpus Round Canvas Pink Floral Print 45 L Laundry Bag/Hamper Durable Collapsible Laundry Storage Basket for Dirty Clot... for under 458.0?,"product name: Le Corpus Round Canvas Pink Floral Print 45 L Laundry Bag/Hamper Durable Collapsible Laundry Storage Basket for Dirty Clot..., price: 458.0"
I wish to buy a Havells-Lloyd 7.0 kg Fully Automatic Front Load Washing Machine (GLWMF70WC1 White). My price limit is 39990.0.,"product name: Havells-Lloyd 7.0 kg Fully Automatic Front Load Washing Machine (GLWMF70WC1 White), price: 39990.0"
Can you find me a Kenstar cold press juicer Fit Pro - 150W for a price below 8990.0?,"product name: Kenstar cold press juicer Fit Pro - 150W, price: 8990.0"
"Is there any KIRMANI All In One Steel Cowl Cover, Size- 6 inches for Chimney and 150 mm Exhaust Fan ( Silver) available for less than 2199.0?","product name: KIRMANI All In One Steel Cowl Cover, Size- 6 inches for Chimney and 150 mm Exhaust Fan ( Silver), price: 2199.0"
"I want to purchase a Faber Hob/Hobtop 3 Brass Burner Auto Electric Ignition,Glass Top (Nexus IND HT803 CRS BR CI AI) Black. The price should be no more than 33500.0.","product name: Faber Hob/Hobtop 3 Brass Burner Auto Electric Ignition,Glass Top (Nexus IND HT803 CRS BR CI AI) Black, price: 33500.0"
Is there any True Kitchen Anti Vibration Pads for Washing Machine | Washer Dryer with Suction Cup Feet Washing Machine feet Pads Bush f... available for less than 500.0?,"product name: True Kitchen Anti Vibration Pads for Washing Machine | Washer Dryer with Suction Cup Feet Washing Machine feet Pads Bush f..., price: 500.0"
I need a Havells Accelero 400mm Pedestal Fan (White Red). It should cost less than 4990.0.,"product name: Havells Accelero 400mm Pedestal Fan (White Red), price: 4990.0"
Please help me find a CYBUY Electric Juicer 6 Blade Rechargable Portable USB Bottle Blender Shaker Juicer A 2000 Juicer Mixer Grinder (USB JUICER) that costs below 2599.0.,"product name: CYBUY Electric Juicer 6 Blade Rechargable Portable USB Bottle Blender Shaker Juicer A 2000 Juicer Mixer Grinder (USB JUICER), price: 2599.0"
I'm interested in buying a LUMINOUS Dhoom 1200MM Star-rated BEE Certified Energy Efficient 52-Watt High Speed Ceiling Fan (Brown). It should be priced under 2940.0.,"product name: LUMINOUS Dhoom 1200MM Star-rated BEE Certified Energy Efficient 52-Watt High Speed Ceiling Fan (Brown), price: 2940.0"
"Can you find me a Kelvinator 95 litres 1 Star Single Door Refrigerator, Silver Grey KRC-A110SGP for a price below 16490.0?","product name: Kelvinator 95 litres 1 Star Single Door Refrigerator, Silver Grey KRC-A110SGP, price: 16490.0"
"I wish to buy a Boss B117 Quickmix Hand Blender with Beater & Chopper Attachment, 450W, 1 Measuring Jar (Black). My price limit is 3899.0.","product name: Boss B117 Quickmix Hand Blender with Beater & Chopper Attachment, 450W, 1 Measuring Jar (Black), price: 3899.0"
Do you have a Panasonic NI-100DX 240 V Cordless Seterika tanpa kord (White) for under 8999.0?,"product name: Panasonic NI-100DX 240 V Cordless Seterika tanpa kord (White), price: 8999.0"
"Is there any SONALEX Mini Pocket Weight Scale Digital Jewellery Kitchen Small Weighing Machine with Auto Calibration, Operational Temp ... available for less than 599.0?","product name: SONALEX Mini Pocket Weight Scale Digital Jewellery Kitchen Small Weighing Machine with Auto Calibration, Operational Temp ..., price: 599.0"
"I'm interested in buying a Inalsa Oven MasterChef 10BK OTG (10Liters) with Temperature Selection 800 W, Powder Coated Finish, Includes Baking Pan, SS.... It should be priced under 3995.0.","product name: Inalsa Oven MasterChef 10BK OTG (10Liters) with Temperature Selection 800 W, Powder Coated Finish, Includes Baking Pan, SS..., price: 3995.0"
Please help me find a Eureka Forbes Aquaguard Original filter for SMART UV Sediment Pre carbon Filter that costs below 1300.0.,"product name: Eureka Forbes Aquaguard Original filter for SMART UV Sediment Pre carbon Filter, price: 1300.0"
"I want to purchase a PARIJATA 1/4 Inch Inlet/Outlet Diaphragm Solenoid Valve for Water Purifiers, Agricultulture, Irrigation, Hydroponics, Aqua.... The price should be no more than 500.0.","product name: PARIJATA 1/4 Inch Inlet/Outlet Diaphragm Solenoid Valve for Water Purifiers, Agricultulture, Irrigation, Hydroponics, Aqua..., price: 500.0"
Please help me find a Chefman Premium Barbeque Grill with 6 Skewers Coal-Base Gardening Barbeque (Black) that costs below 2999.0.,"product name: Chefman Premium Barbeque Grill with 6 Skewers Coal-Base Gardening Barbeque (Black), price: 2999.0"
"I'm interested in buying a Elgi Ultra Perfect+ Wet Grinder, 2 L (White). It should be priced under 11690.0.","product name: Elgi Ultra Perfect+ Wet Grinder, 2 L (White), price: 11690.0"
I'm interested in buying a Morphy Richards AT-201 2-Slice 650-Watt Pop-Up Toaster (White). It should be priced under 1895.0.,"product name: Morphy Richards AT-201 2-Slice 650-Watt Pop-Up Toaster (White), price: 1895.0"
Do you have a Mr.Cheff Premium Choodarapetty Thermal Rice Cooker with SS Pot 1.5Kg Aluminium Steamer for under 2575.0?,"product name: Mr.Cheff Premium Choodarapetty Thermal Rice Cooker with SS Pot 1.5Kg Aluminium Steamer, price: 2575.0"
I'm looking to buy a Zenith 10 Plastic Transparent Bobbins + 1 Bobbin Case for Any Automatic Sewing Machines (Singer/Usha/Brother). My budget is under 399.0.,"product name: Zenith 10 Plastic Transparent Bobbins + 1 Bobbin Case for Any Automatic Sewing Machines (Singer/Usha/Brother), price: 399.0"
"I wish to buy a SKYFUN (LABEL) Foldable Ottoman Laundry Square Shape Basket Box Storage Cum Sitting Stool with Top Cover Lid Home, Cloth S.... My price limit is 1099.0.","product name: SKYFUN (LABEL) Foldable Ottoman Laundry Square Shape Basket Box Storage Cum Sitting Stool with Top Cover Lid Home, Cloth S..., price: 1099.0"
Do you have a Kent Competible Solenoid Valve 24V SV for RO + 01m RO Pipe + 02 Elbow for under 750.0?,"product name: Kent Competible Solenoid Valve 24V SV for RO + 01m RO Pipe + 02 Elbow, price: 750.0"
"Is there any Black + Decker Vm1680 1600-Watt, 20 Kpa High Suction, 2.5L Dustbowl Bagless Multicyclonic Vacuum Cleaner With 6 Stage Filt... available for less than 8495.0?","product name: Black + Decker Vm1680 1600-Watt, 20 Kpa High Suction, 2.5L Dustbowl Bagless Multicyclonic Vacuum Cleaner With 6 Stage Filt..., price: 8495.0"
Can you find me a Eureka Forbes Aquasure 1500 litres Cartridge with Auto Shut-Off for a price below 675.0?,"product name: Eureka Forbes Aquasure 1500 litres Cartridge with Auto Shut-Off, price: 675.0"
"I want to purchase a Livpure Premium Filter Set for ro Water Purifier Universal Carbon,Sediment, Membrane Filter For all model of Livpure Filter. The price should be no more than 3999.0.","product name: Livpure Premium Filter Set for ro Water Purifier Universal Carbon,Sediment, Membrane Filter For all model of Livpure Filter, price: 3999.0"
"I would like to get a Mini Storify Truly Organic Non-Electric 100% Activated Charcoal Air Purifier, Deodorizer, Odor Absorber and Dehumidifier f.... The cost should not exceed 1149.0.","product name: Mini Storify Truly Organic Non-Electric 100% Activated Charcoal Air Purifier, Deodorizer, Odor Absorber and Dehumidifier f..., price: 1149.0"
"I want to purchase a Jaipan Breeza High Performance Mixer Grinder : 550W : Three Jars, Green. The price should be no more than 2995.0.","product name: Jaipan Breeza High Performance Mixer Grinder : 550W : Three Jars, Green, price: 2995.0"
"I'm looking to buy a Pigeon Healthifry Digital Air Fryer, 360° High Speed Air Circulation Technology 1200 W with Non-Stick 4.2 L Basket - Green. My budget is under 7995.0.","product name: Pigeon Healthifry Digital Air Fryer, 360° High Speed Air Circulation Technology 1200 W with Non-Stick 4.2 L Basket - Green, price: 7995.0"
Please help me find a Eco Shopee SHOPPING SIMPLIFIED Stylish Automatic Instant Pop Corn Maker with Auto Popup Feature Hot Air Popcorn Machine 12... that costs below 2000.0.,"product name: Eco Shopee SHOPPING SIMPLIFIED Stylish Automatic Instant Pop Corn Maker with Auto Popup Feature Hot Air Popcorn Machine 12..., price: 2000.0"
